滚雪球日记	【学习工作赛道】I+1 Quest —— 基于 I+1 语言学习理论的开放故事冒险英语学习游戏	https://forum.trae.cn/t/topic/40927
黑色柳丁	【生活娱乐赛道】FigureForge — 一键生成你的手办形象+3d模型！（已上线，所有功能均可使用！！欢迎大家来薅羊毛）	https://forum.trae.cn/t/topic/166413
鸿蒙开发者于柏杨	【生活娱乐赛道】有声有色 Web 版 —— 让记忆，听得出方位】	https://forum.trae.cn/t/topic/95844
胡岸	【学习工作】ShowFlow — 专业现场演出播放控台	https://forum.trae.cn/t/topic/67170
见字	【生活娱乐赛道】 画屏春 · AI 飞花令	https://forum.trae.cn/t/topic/67591
经方缘	【参赛帖】学习工作 | 中医古籍知识图谱 — 让普通人也能读懂千年中医智慧	https://forum.trae.cn/t/topic/152405
九弓子	DVStudio AI时代的素材全栈工作流软件	https://forum.trae.cn/t/topic/69344
开记做产品	【生活娱乐赛道】遇钓 | 让天下没有难钓的鱼	https://forum.trae.cn/t/topic/75661
看哈苏	【硬件交互】KHS智能补给规划——导入赛道轨迹，一键生成全程科学补给计划	https://forum.trae.cn/t/topic/31494
康复师Einsamer	社会服务 | 康复动态评估临床推理平台 Demo	https://forum.trae.cn/t/topic/151277
笠雨聆月	【生活娱乐赛道】 PoseMatch: AI 体感姿态匹配互动健身平台 初赛提交	https://forum.trae.cn/t/topic/97162
凉之逸	【学习工作赛道】Odyssey——让学习变得和文明扩展一样有趣	https://forum.trae.cn/t/topic/34236
临冬城城主	【学习工作赛道】 SurePlay HPS为人生实时导航	https://forum.trae.cn/t/topic/151691
林花谢了春红	（有网站可注册）【生活娱乐赛道】Agentschat --开源好玩的智能体社交平台	https://forum.trae.cn/t/topic/112771
灵犀书签-LinxyTab	【学习工作赛道】Linxy Tab 灵犀书签：把收藏夹升级成 AI 知识中枢（项目已上线）	https://forum.trae.cn/t/topic/75104
洛天	【学习工作+社会公益赛道】明阅	https://forum.trae.cn/t/topic/46451
米饭依旧小碗	【社会服务赛道】学途职引——AI 驱动的就业导向选课与简历规划工具	https://forum.trae.cn/t/topic/75304
茉卷	【学习工作赛道】【非遗附加题】+ TRAE Pets：会读懂智能体的桌宠 & 桌宠社区	https://forum.trae.cn/t/topic/36721
陌尘	【生活娱乐赛道】阿卡夏记录-无限故事引擎开启你的专属故事吧	https://forum.trae.cn/t/topic/50769
宁絮	【社会服务】Mirror — AI 亲密关系镜像与低冲突沟通系统 你们不是不爱了，只是再也听不懂彼此。	https://forum.trae.cn/t/topic/48423
泡菜坛子	【生活娱乐，社会公益】一针 (Stab It)-一款帮助用户外化情绪、延迟反思与重新认识负面情绪的 AI 情绪管理 App	https://forum.trae.cn/t/topic/97140
祈雨柒	【社会服务赛道】 Fish-Agent：水产品新鲜度智能评估系统	https://forum.trae.cn/t/topic/52833
青柠	【硬件交互】语芽Talkseed—填补儿童语言发育AI监测市场空白	https://forum.trae.cn/t/topic/112688
邱息	【生活娱乐赛道】胡桃木 — 属于二次元爱好者的清新交流社区	https://forum.trae.cn/t/topic/70321
如也同学	【生活娱乐赛道】域见Demo-让每一次"种草"都有迹可循，让每一次"拔草"都值得期待。	https://forum.trae.cn/t/topic/94801
山外人	【学习工作】《人类群星闪耀时》：记住那些走在人类文明前面的人	https://forum.trae.cn/t/topic/72813
史窥	随说：千界——ai版Galgame（旮旯给木）互动视觉小说（目前taptap可预约）	https://forum.trae.cn/t/topic/75789
世博	【学习工作赛道】稳过 — 大学生智能刷题平台	https://forum.trae.cn/t/topic/115338
桃花键神	【社会服务赛道】你，很老吗？（小程序，可线上体验）	https://forum.trae.cn/t/topic/112951
听风闻人语	【学习工作赛道】拾光舱 · 摄影师专属影像管家 Demo	https://forum.trae.cn/t/topic/95599
图游无忧	【生活娱乐赛道】图游无忧 — AI 地图式城市旅行规划助手（微信小程序）	https://forum.trae.cn/t/topic/149257
魏大家	【学习工作赛道】 + 脉点-一个市场营销人,用 TRAE 把脑子里的人脉工具做了出来	https://forum.trae.cn/t/topic/167627
雾生	【生活娱乐赛道】得嘞 - 音控手机app - 解放双手	https://forum.trae.cn/t/topic/167736
夕夕	【社会服务赛道】寻点 —— 公厕卫生治理与便民服务小程序	https://forum.trae.cn/t/topic/32152
小波	【生活娱乐赛道】Bead AI —— 全功能拼豆图案智能设计与社区平台	https://forum.trae.cn/t/topic/50714
小博同学	【学习工作】智愿 AI 报考：面向高考志愿填报场景的智能推荐与 SaaS 化交付平台	https://forum.trae.cn/t/topic/146526
小蜂猫	【学习工作 / 社会公益】穿越·兰台 —— 让你穿越过去亲身体验历史	https://forum.trae.cn/t/topic/44140
小黑猫er	【生活娱乐赛道】华夏时空——五千年文明，每寸土地都有故事	https://forum.trae.cn/t/topic/150555
小杰TechScope	【学习工作赛道】素材雷达ClipRadar - AI驱动的自媒体素材管理 Web 平台	https://forum.trae.cn/t/topic/148558
小雨	生活娱乐｜活字印局——活字排版大师在线接单	https://forum.trae.cn/t/topic/150151
小左OvO	【硬件交互+社会公益】步伴 Buban —— 这！是我们做的AI “硬&核”拐棍	https://forum.trae.cn/t/topic/112374
心满	【学习工作赛道】谷小婉 · 蛋中世界——随手 Ctrl+C，AI 就把你的一天，变成一片能逛、能玩、会长大的知识宇宙	https://forum.trae.cn/t/topic/115791
许	【学习工作赛道】GeoModel3D — 掌上地质三维建模系统-Demo	https://forum.trae.cn/t/topic/130739
羊毛羊毛	【生活娱乐赛道 】| 旅取向——一份只属于你的城市推荐,附行程规划	https://forum.trae.cn/t/topic/150718
野生开发者	【生活娱乐赛道】点评相机-照片美学点评Ai	https://forum.trae.cn/t/topic/73981
一点儿乌干菜	【生活娱乐＋社会公益】Carry theCosmos•上街去：软硬件共生的空间叙事产品|个人知识地图| 现实行动 Agent | Citywalk 产品 | 把散步作为方法	https://forum.trae.cn/t/topic/75158
一个大包子	【学习工作赛道】镜界写作 — AI 辅助长篇小说创作工作台	https://forum.trae.cn/t/topic/113885
一墨	游戏服务器管理 GameServer Panel	https://forum.trae.cn/t/topic/152099
一叶孤舟	【生活娱乐赛道】暗焰 — Gaslight	https://forum.trae.cn/t/topic/115868
异乡人	【标题】【社会服务赛道】诉明白 —— 小额诉讼全流程	https://forum.trae.cn/t/topic/112367
尹承元	【附加赛道 / 非遗创新开发】非遗复刻——城市非遗传习助手	https://forum.trae.cn/t/topic/96495
硬气一点	【学习工作赛道】ClipFlow（已开源）奶奶每天复制粘贴搞到崩溃，我没忍住，让TRAE帮做了个“一键投喂AI”的插件，全村人都来借电脑用	https://forum.trae.cn/t/topic/31753
用户1126	【生活娱乐赛道】星韵 - 粒子音乐可视化律动播放器	https://forum.trae.cn/t/topic/116536
用户14250	【生活服务赛道】智校通Demo——基于地图导航+多模态 AI 驱动校园智慧服务微信小程序	https://forum.trae.cn/t/topic/152004
用户15897	【硬件交互赛道】 一闪AIkey随身的AI离屏物理控制器	https://forum.trae.cn/t/topic/167674
用户18	【社会服务赛道】CareBridge：让每一代女性，无论处于哪个年龄阶段，在低资源环境里都能获得持续的健康照护	https://forum.trae.cn/t/topic/23654
用户24204	【生活娱乐】拍拍画Paipaihua-亲子涂鸦绘本创作与3D漫游世界	https://forum.trae.cn/t/topic/166785
用户26427	TONSOR aura非接触式人体状态感知系统	https://forum.trae.cn/t/topic/147833
用户29032	【学习工作赛道】物理模型创建——帮助学生直观感受物理大题中物体的运动轨迹	https://forum.trae.cn/t/topic/111619
用户29541	【学习工作赛道】光学硬件仿真实验室 — 零门槛在线光学实验平台	https://forum.trae.cn/t/topic/149529
用户30924	生活娱乐赛道-AI狼人杀网页游戏（PC和H5）	https://forum.trae.cn/t/topic/94977
用户31491	【生活娱乐赛道】像素风AI人生模拟器	https://forum.trae.cn/t/topic/148764
用户38159	「学习工作」轻诗阁——轻松学习，便捷分享，最棒的学习诗歌工具	https://forum.trae.cn/t/topic/164756
用户46708	（项目可以在线体验）【社会公益赛道】丝竹工坊——中国非遗竹编3D模拟与数字化传承平台	https://forum.trae.cn/t/topic/96322
用户47869	【社会服务赛道】AI懂我-心智障碍者动态支持档案	https://forum.trae.cn/t/topic/113988
用户48495	【生活娱乐赛道】小呆相册 PhotoVault	https://forum.trae.cn/t/topic/166058
用户53894	社会服务赛道 + 书邻——AI驱动的社区共享图书平台 可体验	https://forum.trae.cn/t/topic/151263
用户57882	【生活娱乐赛道】+个人基因组定制解密	https://forum.trae.cn/t/topic/146113
用户64239	【生活娱乐赛道】MaydayLand · 五月天·城市漫游：跟着歌词，发现城市里的五迷角落	https://forum.trae.cn/t/topic/75373
用户64277	【生活娱乐赛道】黑白，填充无聊碎片时间放松小游戏demo 1	https://forum.trae.cn/t/topic/32281
用户64377	【社会服务赛道】光语 —— 视障人士实时空间音频找物助手Demo	https://forum.trae.cn/t/topic/97500
用户64396	【生活娱乐赛道】匣中珠光 —— 螺钿非遗沉浸式互动叙事游戏	https://forum.trae.cn/t/topic/150097
用户64458	【生活娱乐赛道】Luna 女性亲密装备推荐助手 Demo	https://forum.trae.cn/t/topic/37876
用户64520	【标题】生活娱乐 | 兔佩洛 · AI 互动睡前故事App	https://forum.trae.cn/t/topic/43857
用户64719	体育场地智能布置助手——让体育老师3分钟画好一节课的场地	https://forum.trae.cn/t/topic/71139
用户65084	【学习工作赛道】我要当阅读小老师 —— 让小学生通过教 AI 学生读书	https://forum.trae.cn/t/topic/114374
用户65627	【学习工作赛道】衡舟，用企业级RAG技术，给你的私人关系建一座“信息库”（7.6更新）	https://forum.trae.cn/t/topic/73123
用户6615	【生活娱乐赛道】自定义跑步路线生成器	https://forum.trae.cn/t/topic/71894
宇航	【生活娱乐赛道】拾光·Echo Demo — 用实时语音对话记录长辈的人生故事	https://forum.trae.cn/t/topic/33079
早点	【生活娱乐赛道】物品价值Demo——为一件旧物生成它真正的价值卡	https://forum.trae.cn/t/topic/31600
造物匠人	社会公益 + 开物 Satori— 非物质文化遗产商业化传承与全球传播平台	https://forum.trae.cn/t/topic/167532
知白映川	道体·玄盾 — 活着的AI防火墙	https://forum.trae.cn/t/topic/116692
凪音澪	【生活娱乐赛道】你的爱播出道啦！——虚拟主播一站式赛博励志孵化器	https://forum.trae.cn/t/topic/28810
